EAST,NORTH,RL,Auppm,Agppm,Cuppm,Asppm,Sper,CODE,OX,ISBD
243885,1002130,1910,0.52483,1.117,289.43,10.95,0.1451,C1,OX1,2.1
243890,1002130,1910,0.51488,0.561,156.1,5.79,0.0636,C1,OX1,2.04
243895,1002130,1910,0.49945,0.321,95.89,3.48,0.0348,C1,OX1,2.12
243900,1002130,1910,0.49061,0.283,88.26,3.14,0.0339,C1,OX1,2.18
243905,1002130,1910,0.49789,0.35,113.43,3.85,0.042,C1,OX1,1.88
243910,1002130,1910,0.50365,0.502,155.38,4.96,0.0628,C1,OX1,2.08
243915,1002130,1910,0.50645,0.731,205.92,6.05,0.0784,C1,OX1,2.16
243920,1002130,1910,0.51364,1.288,363.87,10.4,0.1479,C1,OX1,1.84
243925,1002130,1910,0.55785,2.059,585.74,16.01,0.238,C1,OX1,1.9
243930,1002130,1910,0.52404,2.907,833.5,21.78,0.3317,C1,OX1,1.92
243935,1002130,1910,0.4512,4.327,1194.28,29.62,0.4744,C1,OX1,2.16
243940,1002130,1910,0.37845,4.147,1079.14,25.15,0.3643,C1,OX1,1.96
243945,1002130,1910,0.34358,4.139,1000.04,22.74,0.3282,C1,OX1,2.2
243950,1002130,1910,0.26152,4.189,1015.76,18.77,0.2079,C1,OX1,2.2
243955,1002130,1910,0.33272,4.422,1179.29,21.92,0.0438,C1,OX1,2.16
243860,1002140,1910,0.56611,4.522,1101.72,30.58,0.892,C1,TR1,2.376
243865,1002140,1910,0.57756,4.403,1058.47,32.03,0.6952,C1,TR1,2.42
243870,1002140,1910,0.58101,4.167,1006.67,36.19,0.4998,C1,OX1,2.1
243875,1002140,1910,0.55846,3.894,958.95,40.46,0.4387,C1,OX1,1.86
243880,1002140,1910,0.53383,3.758,917.14,39.96,0.4348,C1,OX1,1.92
243885,1002140,1910,0.53336,3.459,862.31,35.27,0.4067,C1,OX1,1.94
243890,1002140,1910,0.53726,2.767,743.53,28.59,0.3017,C1,OX1,1.94
243895,1002140,1910,0.55293,2.09,611.74,22.47,0.2213,C1,OX1,1.98
243900,1002140,1910,0.54015,1.617,496.96,17.59,0.1844,C1,OX1,2.1
243905,1002140,1910,0.53762,1.329,431.45,14.6,0.161,C1,OX1,2.04
243910,1002140,1910,0.5292,1.313,411.21,13.07,0.1716,C1,OX1,1.8
243915,1002140,1910,0.52392,1.454,420.23,12.32,0.1831,C1,OX1,2.04
243920,1002140,1910,0.53389,2.046,586.18,16.75,0.2714,C1,OX1,2.18
243925,1002140,1910,0.5463,2.822,818.13,22.18,0.3758,C1,OX1,1.92
243930,1002140,1910,0.51434,3.178,925.79,24.05,0.4215,C1,OX1,1.96
243935,1002140,1910,0.45378,4.177,1186.24,29.02,0.5239,C1,OX1,1.84
243940,1002140,1910,0.3828,4.063,1077.15,25.09,0.415,C1,OX1,1.8
243945,1002140,1910,0.36644,4.233,1086.9,22.68,0.3339,C1,OX1,2.1
243950,1002140,1910,0.27552,4.07,1016.26,19.07,0.2709,C1,OX1,1.86
243955,1002140,1910,0.34622,4.258,1167.01,21.08,0.0452,C1,OX1,2.2
243960,1002140,1910,0.36834,3.578,1206.48,21.76,0.0391,C1,OX1,1.92
243965,1002140,1910,0.36749,3.866,1190.88,23.69,0.0489,C1,OX1,1.8
243970,1002140,1910,0.40202,3.987,1371.38,29.28,0.0542,,OX1,1.86
243860,1002150,1910,0.56845,4.607,1119.85,29.57,0.9358,C1,TR1,2.112
243865,1002150,1910,0.58818,4.501,1070.23,30.72,0.6448,C1,TR1,2.332
243870,1002150,1910,0.61196,4.181,1021.62,36.36,0.3512,C1,OX1,2.02
243875,1002150,1910,0.57817,3.928,957.16,44.24,0.4254,C1,OX1,2.04
243880,1002150,1910,0.53008,3.883,963.04,44.91,0.4233,C1,OX1,2.06
243885,1002150,1910,0.53475,4.146,1025.08,42.97,0.4988,C1,OX1,2.14
243890,1002150,1910,0.54778,3.87,1036.06,40.05,0.4513,C1,OX1,1.8
243895,1002150,1910,0.58368,3.38,994.63,36.37,0.4023,C1,OX1,1.8
243900,1002150,1910,0.57613,2.848,887.51,31.1,0.3807,C1,OX1,1.8
243905,1002150,1910,0.57532,2.382,795.2,26.51,0.3949,C1,OX1,2.06
243910,1002150,1910,0.55866,2.244,723.16,22.61,0.4,C1,OX1,1.86
243915,1002150,1910,0.54621,2.257,675.68,19.55,0.3714,C1,OX1,2.1
243920,1002150,1910,0.55251,2.641,786.88,22.05,0.4545,C1,OX1,2.1
243925,1002150,1910,0.55283,3.116,937.73,25.06,0.5456,C1,OX1,2.18
243930,1002150,1910,0.51186,3.382,1027.64,26.19,0.5893,C1,OX1,1.88
243935,1002150,1910,0.45859,3.943,1167.97,28.15,0.6363,C1,OX1,2.06
243940,1002150,1910,0.38925,3.845,1064.53,24.39,0.4909,C1,OX1,1.9
243945,1002150,1910,0.37617,4.058,1079.71,22.54,0.3943,C1,OX1,2.16
243950,1002150,1910,0.30942,4.143,1022.99,19.54,0.3112,C1,OX1,1.96
243955,1002150,1910,0.35852,4.114,1146.13,20.79,0.0769,C1,OX1,1.96
243960,1002150,1910,0.39084,3.592,1187.72,21.87,0.0385,C1,OX1,1.84
243965,1002150,1910,0.40052,3.72,1171.5,23.13,0.0463,C1,OX1,1.84
243970,1002150,1910,0.43509,3.839,1353.02,27.89,0.0499,C1,OX1,2
243975,1002150,1910,0.45713,3.707,1376.42,33.17,0.0664,C1,OX1,2.2
243860,1002160,1910,0.55807,4.265,1065.81,32.14,0.9367,C1,TR1,2.398
243865,1002160,1910,0.56412,4.189,1033.15,33.38,0.796,C1,TR1,2.112
243870,1002160,1910,0.55898,4.157,1021.12,36.26,0.687,C1,TR1,2.046
243875,1002160,1910,0.55103,4.065,1019.78,38.97,0.6288,C1,TR1,2.354
243880,1002160,1910,0.54274,4.007,1016.55,39.9,0.6502,C1,OX1,2.02
243885,1002160,1910,0.55353,3.946,1058.16,39.9,0.6889,C1,OX1,1.96
243890,1002160,1910,0.56775,3.692,1072.1,38.94,0.6508,C1,OX1,2.2
243895,1002160,1910,0.6075,3.425,1082.94,37.89,0.6626,C1,OX1,2.02
243900,1002160,1910,0.59896,3.083,1027.83,34.55,0.6879,C1,OX1,2.04
243905,1002160,1910,0.5994,2.724,977.39,31.28,0.7745,C1,OX1,1.84
243910,1002160,1910,0.58446,2.652,917.34,27.65,0.7802,C1,OX1,2.1
243915,1002160,1910,0.57964,2.76,894.46,25.08,0.7417,C1,OX1,1.86
243920,1002160,1910,0.57251,2.796,919.59,24.42,0.762,C1,OX1,1.88
243925,1002160,1910,0.55956,3.143,1020.49,26.39,0.8153,C1,OX1,1.9
243930,1002160,1910,0.51754,3.259,1059.17,26.38,0.832,C1,OX1,2.14
243935,1002160,1910,0.46625,3.666,1161.27,27.18,0.817,C1,OX1,2.02
243940,1002160,1910,0.40631,3.594,1060.93,24.26,0.5914,C1,OX1,1.86
243945,1002160,1910,0.38612,3.648,1012.51,22.04,0.496,C1,OX1,2.16
243950,1002160,1910,0.34036,4.009,1015.38,19.49,0.3519,C1,OX1,2.18
243955,1002160,1910,0.3794,3.871,1122.55,20.27,0.084,C1,OX1,1.8
243960,1002160,1910,0.40379,3.609,1171.32,21.68,0.0415,C1,OX1,2.08
243965,1002160,1910,0.42624,3.707,1171.16,21.85,0.0466,C1,OX1,1.94
243970,1002160,1910,0.47597,3.711,1337.99,26.07,0.0481,C1,OX1,2.1
243975,1002160,1910,0.53779,4.184,1334.78,26.53,0.0794,C1,OX1,2.2
243980,1002160,1910,0.56951,3.816,1401.05,27,0.01,C1,OX1,2.16
243865,1002170,1910,0.53977,3.397,948.83,31.65,1.2413,C1,TR1,2.068
243870,1002170,1910,0.54247,3.409,971.39,32.75,1.1969,C1,TR1,2.222
243875,1002170,1910,0.55521,3.358,1014.44,34.25,1.2142,C1,TR1,2.31
243880,1002170,1910,0.56344,3.236,1023.92,34.35,1.3312,C1,TR1,2.046
243885,1002170,1910,0.58779,3.16,1076.86,34.44,1.4201,C1,TR1,2.156
243890,1002170,1910,0.60269,2.975,1094.94,34.43,1.436,C1,OX1,2.2
243895,1002170,1910,0.64191,2.92,1129.49,34.94,1.4152,C1,OX1,1.92
243900,1002170,1910,0.64813,2.754,1121.1,33.79,1.5156,C1,OX1,1.88
243905,1002170,1910,0.63121,2.583,1093.74,31.83,1.5165,C1,OX1,1.86
243910,1002170,1910,0.61493,2.616,1060.03,29.31,1.4287,C1,OX1,2.12
243915,1002170,1910,0.60966,2.761,1035.58,27.51,1.3181,C1,OX1,2.02
243920,1002170,1910,0.60286,2.806,1059.48,26.44,1.2725,C1,OX1,2.02
243925,1002170,1910,0.58015,3.008,1089.65,26.89,1.2177,C1,OX1,1.9
243930,1002170,1910,0.52893,3.029,1082.69,25.95,1.156,C1,OX1,1.98
243935,1002170,1910,0.48789,3.233,1120.44,25.28,1.0054,C1,OX1,1.92
243940,1002170,1910,0.42281,3.295,1046.63,23.53,0.7183,C1,OX1,2
243945,1002170,1910,0.40649,3.351,1010.43,21.52,0.5765,C1,OX1,1.84
243950,1002170,1910,0.38771,3.848,1045.74,19.96,0.4181,C1,OX1,2.16
243955,1002170,1910,0.40442,3.77,1062.3,18.83,0.1714,C1,OX1,2
243960,1002170,1910,0.43141,3.434,1140.86,20.6,0.0823,C1,OX1,1.98
243965,1002170,1910,0.45246,3.508,1180.93,20.84,0.0438,C1,OX1,2.14
243970,1002170,1910,0.50967,3.832,1308.91,22.92,0.0521,C1,OX1,1.96
243975,1002170,1910,0.56581,4.193,1254.69,22.02,0.0757,C1,OX1,2.16
243980,1002170,1910,0.57178,3.38,1363.01,22.03,0.01,C1,OX1,2.08
243865,1002180,1910,0.52141,2.155,892.46,27.26,2.0888,C1,TR1,2.156
243870,1002180,1910,0.51826,2.139,913.17,27.9,2.1735,C1,TR1,1.98
243875,1002180,1910,0.5523,2.151,991.39,29.18,2.2648,C1,TR1,2.42
243880,1002180,1910,0.57945,2.156,1049.4,30.08,2.4168,C1,TR1,2.2
243885,1002180,1910,0.61916,2.258,1141.73,30.92,2.5091,C1,TR1,2.024
243890,1002180,1910,0.64433,2.301,1189.25,31.75,2.5103,C1,TR1,2.068
243895,1002180,1910,0.68665,2.391,1236.47,32.51,2.4647,C1,TR1,2.332
243900,1002180,1910,0.6846,2.39,1239.45,32.37,2.4682,C1,TR1,2.398
243905,1002180,1910,0.67279,2.415,1228.87,31.94,2.3944,C1,OX1,1.88
243910,1002180,1910,0.65359,2.455,1191.12,30.31,2.1922,C1,OX1,1.92
243915,1002180,1910,0.64751,2.61,1167.27,29.31,2.0005,C1,OX1,1.82
243920,1002180,1910,0.62866,2.567,1127.67,26.59,1.7603,C1,OX1,2.06
243925,1002180,1910,0.59402,2.616,1106.98,25.45,1.6129,C1,OX1,2.1
243930,1002180,1910,0.53576,2.806,1117.15,25.21,1.5721,C1,OX1,1.98
243935,1002180,1910,0.49663,2.828,1061.09,22.7,1.2046,C1,OX1,1.84
243940,1002180,1910,0.43646,2.98,1003.92,21.79,0.8272,C1,OX1,1.94
243945,1002180,1910,0.39284,3.031,982.41,19.69,0.6732,C1,OX1,2.1
243950,1002180,1910,0.41508,3.637,1035.06,19.39,0.4475,C1,OX1,2.14
243955,1002180,1910,0.44223,3.61,1063.7,18.77,0.1715,C1,OX1,2.1
243960,1002180,1910,0.44309,3.355,1104.81,19.52,0.0875,C1,OX1,2.12
243965,1002180,1910,0.46682,3.364,1169.07,19.75,0.0432,C1,OX1,1.94
243970,1002180,1910,0.52378,3.654,1291.52,21.86,0.0513,C1,OX1,1.8
243975,1002180,1910,0.56805,4.119,1255.4,21.62,0.0737,C1,OX1,2.2
243980,1002180,1910,0.65484,2.962,1374.16,18.54,0.011,C1,OX1,2.02
243870,1002190,1910,0.47494,1.492,849,25.18,2.7425,C1,TR1,2.288
243875,1002190,1910,0.50375,1.555,921.1,26.45,2.8677,C1,TR1,2.354
243880,1002190,1910,0.5385,1.726,1038.01,29.02,2.9987,C1,TR1,2.222
243885,1002190,1910,0.59997,1.961,1187.57,32.08,3.0383,C1,TR1,2.398
243890,1002190,1910,0.67005,2.142,1292.36,33.05,2.9333,C1,TR1,2.09
243895,1002190,1910,0.71207,2.24,1340.97,32.82,2.9402,C1,TR1,2.332
243900,1002190,1910,0.72097,2.303,1356.25,32.73,2.9854,C1,TR1,2.024
243905,1002190,1910,0.70475,2.36,1337.62,32.52,2.933,C1,TR1,2.024
243910,1002190,1910,0.67932,2.383,1283.99,31.12,2.6924,C1,TR1,2.2
243915,1002190,1910,0.6738,2.378,1243.99,30.17,2.4683,C1,TR1,2.112
243920,1002190,1910,0.64525,2.447,1186.64,27.05,2.1145,C1,TR1,2.024
243925,1002190,1910,0.5973,2.454,1120.38,25.17,1.8502,C1,OX1,1.82
243930,1002190,1910,0.55728,2.556,1097.17,24.04,1.7278,C1,OX1,1.94
243935,1002190,1910,0.50676,2.623,1044.88,21.68,1.2851,C1,OX1,1.84
243940,1002190,1910,0.45772,2.758,991.11,21,0.8686,C1,OX1,1.86
243945,1002190,1910,0.41922,2.866,983.16,19.25,0.6939,C1,OX1,2
243950,1002190,1910,0.43047,3.437,1017.41,18.82,0.4657,C1,OX1,2.1
243955,1002190,1910,0.45243,3.382,1042.03,18.03,0.1894,C1,OX1,1.8
243960,1002190,1910,0.45505,3.24,1074.88,18.2,0.0923,C1,OX1,1.9
243965,1002190,1910,0.4748,3.252,1133.51,18.13,0.0397,C1,OX1,1.98
243970,1002190,1910,0.52379,3.574,1254.94,20.26,0.0479,C1,OX1,1.94
243975,1002190,1910,0.58442,3.425,1223.37,18.57,0.0556,C1,OX1,1.82
243980,1002190,1910,0.6254,3.693,1312.83,19.1,0.0556,C1,OX1,1.84
243985,1002190,1910,0.69349,1.892,1367.64,10.47,0.01,C1,OX1,1.8
243875,1002200,1910,0.48219,1.381,844.82,24.55,2.8833,C1,TR1,2.288
243880,1002200,1910,0.50086,1.677,1031.57,27.55,3.2325,C1,TR1,2.156
243885,1002200,1910,0.5441,1.979,1211.15,34.47,3.4902,C1,TR1,2.31
243890,1002200,1910,0.67242,2.156,1326.86,34.79,2.9407,C1,TR1,2.046
243895,1002200,1910,0.73173,2.249,1381.46,33.27,2.9628,C1,TR1,2.09
243900,1002200,1910,0.73744,2.28,1380.6,32.62,3.06,C1,TR1,2.31
243905,1002200,1910,0.71728,2.348,1359.3,32.36,3.0461,C1,TR1,2.266
243910,1002200,1910,0.68851,2.367,1301.07,30.99,2.8124,C1,TR1,2.354
243915,1002200,1910,0.67786,2.381,1256.84,30.01,2.5699,C1,TR1,2.244
243920,1002200,1910,0.64512,2.392,1175.35,26.43,2.1592,C1,TR1,2.398
243925,1002200,1910,0.5975,2.412,1111.35,24.41,1.8933,C1,TR1,2.134
243930,1002200,1910,0.55394,2.451,1052.23,21.9,1.6428,C1,OX1,1.84
243935,1002200,1910,0.50831,2.537,1019.63,20.38,1.2529,C1,TR1,1.98
243940,1002200,1910,0.47861,2.654,969.57,19.82,0.8573,C1,TR1,2.156
243945,1002200,1910,0.43626,2.766,989.9,18.51,0.659,C1,OX1,2.2
243950,1002200,1910,0.43712,3.229,986.87,17.99,0.471,C1,OX1,2
243955,1002200,1910,0.46463,3.432,1032.56,17.17,0.2026,C1,OX1,2.02
243960,1002200,1910,0.46351,3.139,1047.61,16.53,0.0987,C1,OX1,1.94
243965,1002200,1910,0.49817,3.237,1136.15,16.35,0.0378,C1,OX1,2.06
243970,1002200,1910,0.54725,3.241,1175.42,16.27,0.0403,C1,OX1,2.06
243975,1002200,1910,0.5842,3.301,1266.06,17.5,0.0434,C1,OX1,2.1
243980,1002200,1910,0.60541,3.313,1259.96,17.24,0.0472,C1,OX1,2.1
243985,1002200,1910,0.64949,2.177,1376.7,12.51,0.0111,C1,OX1,2.02
243865,1002210,1910,0.55818,1.052,606.33,17.76,1.8732,C1,OX1,1.86
243870,1002210,1910,0.53493,1.225,721.91,21.1,2.2576,C1,OX1,1.94
243875,1002210,1910,0.55084,1.443,862.5,24.36,2.5258,C1,TR1,1.98
243880,1002210,1910,0.57689,1.633,984.52,27.13,2.7106,C1,TR1,2.398
243885,1002210,1910,0.63017,1.842,1121.77,29.36,2.8207,C1,TR1,2.354
243890,1002210,1910,0.67575,1.989,1210.39,30.5,2.8424,C1,TR1,1.98
243895,1002210,1910,0.7082,2.063,1251.77,30.46,2.8557,C1,TR1,2.376
243900,1002210,1910,0.7206,2.128,1269.41,30.42,2.8524,C1,TR1,2.09
243905,1002210,1910,0.70566,2.322,1265.7,30.29,2.7716,C1,TR1,2.42
243910,1002210,1910,0.68223,2.384,1226.92,29.2,2.556,C1,TR1,2.288
243915,1002210,1910,0.66192,2.391,1163.41,27.6,2.2716,C1,TR1,2.134
243920,1002210,1910,0.63685,2.453,1116.71,24.82,1.9682,C1,TR1,2.068
243925,1002210,1910,0.58937,2.411,1044.76,22.28,1.7053,C1,TR1,2.024
243930,1002210,1910,0.54751,2.466,998.17,19.65,1.4457,C1,OX1,1.92
243935,1002210,1910,0.50416,2.535,980.19,18.63,1.1336,C1,OX1,2.06
243940,1002210,1910,0.48683,2.602,941.5,18.13,0.7707,C1,OX1,2.04
243945,1002210,1910,0.44722,2.702,969.86,17.31,0.6095,C1,OX1,2.16
243950,1002210,1910,0.44279,3.125,980.56,17.02,0.4535,C1,OX1,2.08
243955,1002210,1910,0.47311,3.139,1023.8,16.25,0.2237,C1,OX1,2.12
243960,1002210,1910,0.475,2.888,1044.22,14.52,0.0998,C1,OX1,2.08
243965,1002210,1910,0.50258,2.978,1101.79,14.91,0.0336,C1,OX1,2.04
243970,1002210,1910,0.5508,3.129,1194.44,14.93,0.0352,C1,OX1,2.2
243975,1002210,1910,0.57349,3.139,1200.45,14.67,0.0386,C1,OX1,1.92
243980,1002210,1910,0.59611,3.087,1280.24,11.88,0.0119,C1,OX1,1.82
243985,1002210,1910,0.6421,2.094,1269.68,5.9,0.0094,C1,OX1,2.06
243865,1002220,1910,0.6532,0.289,159.66,4.95,0.4995,C1,OX1,2
243870,1002220,1910,0.67708,0.521,292.97,8.51,0.7971,C1,OX1,1.94
243875,1002220,1910,0.68076,0.814,463.19,12.92,1.1649,C1,OX1,1.9
243880,1002220,1910,0.67194,1.09,624.38,17.03,1.5407,C1,TR1,2.2
243885,1002220,1910,0.69539,1.369,799.28,20.47,1.8995,C1,OX1,1.82
243890,1002220,1910,0.70211,1.58,921.02,23.37,2.1422,C1,TR1,2.42
243895,1002220,1910,0.73187,1.719,997.02,24.46,2.1954,C1,TR1,2.156
243900,1002220,1910,0.71564,1.812,1037.61,25.23,2.2316,C1,TR1,2.42
243905,1002220,1910,0.69384,2.429,1080.77,25.66,2.0994,C1,TR1,2.288
243910,1002220,1910,0.66108,2.58,1073.84,25.46,1.9632,C1,TR1,2.244
243915,1002220,1910,0.63309,2.594,1030.18,24.07,1.7486,C1,TR1,1.98
243920,1002220,1910,0.61165,2.64,1005.46,22.11,1.5589,C1,TR1,2.046
243925,1002220,1910,0.56977,2.508,948.77,19.28,1.3445,C1,OX1,1.9
243930,1002220,1910,0.53438,2.556,933.45,17.01,1.1558,C1,OX1,1.9
243935,1002220,1910,0.5103,2.543,910.35,15.98,0.9253,C1,OX1,1.92
243940,1002220,1910,0.48805,2.614,918.76,16.4,0.6719,C1,OX1,2.08
243945,1002220,1910,0.46392,2.634,930.6,15.56,0.532,C1,OX1,2
243950,1002220,1910,0.44839,3.003,968.55,15.81,0.4253,C1,OX1,1.96
243955,1002220,1910,0.47065,2.938,989.16,14.64,0.2303,C1,OX1,2.02
243960,1002220,1910,0.48409,2.719,1030.2,14.12,0.2352,C1,OX1,1.8
243965,1002220,1910,0.4957,2.815,1099.89,13.56,0.0984,C1,OX1,1.8
243970,1002220,1910,0.55308,2.995,1184.11,13.5,0.03,C1,OX1,1.96
243975,1002220,1910,0.59108,3.495,1214.23,13.24,0.0327,C1,OX1,2.16
243980,1002220,1910,0.59448,3.108,1269.76,10.9,0.012,C1,OX1,2.14
243985,1002220,1910,0.64699,3.208,1258.03,4.07,0.0082,C1,OX1,1.84
243860,1002230,1910,0.44429,0.01,5.34,0.16,0.0149,C1,TR1,2.42
243865,1002230,1910,0.64757,0.038,20.26,0.62,0.0524,C1,TR1,2.112
243870,1002230,1910,0.74001,0.128,67.28,1.99,0.1479,C1,OX1,1.92
243875,1002230,1910,0.76186,0.309,162.35,4.67,0.3307,C1,OX1,2.06
243880,1002230,1910,0.74285,0.558,290.29,8.13,0.5872,C1,OX1,1.9
243885,1002230,1910,0.74813,0.853,453.48,11.86,0.904,C1,TR1,2.156
243890,1002230,1910,0.74385,1.132,595.37,15.35,1.1405,C1,TR1,2.134
243895,1002230,1910,0.749,1.357,711.7,17.65,1.2737,C1,TR1,2.046
243900,1002230,1910,0.71434,1.511,790.86,19.4,1.3764,C1,TR1,2.376
243905,1002230,1910,0.66899,2.837,896.92,20.42,1.2116,C1,TR1,2.134
243910,1002230,1910,0.62257,2.968,925.41,21.27,1.2716,C1,TR1,2.222
243915,1002230,1910,0.5946,2.924,911.34,20.66,1.2177,C1,TR1,2.002
243920,1002230,1910,0.58294,2.879,906.07,19.35,1.1508,C1,TR1,1.98
243925,1002230,1910,0.54699,2.622,860.89,16.45,0.9988,C1,OX1,2.08
243930,1002230,1910,0.51819,2.586,868.31,14.45,0.8624,C1,OX1,2.12
243935,1002230,1910,0.50927,2.583,886.78,14.09,0.694,C1,OX1,2.08
243940,1002230,1910,0.48398,2.597,879.76,13.92,0.544,C1,OX1,2.08
243945,1002230,1910,0.47722,2.56,913.33,14.16,0.4424,C1,OX1,1.86
243950,1002230,1910,0.4687,2.777,951,13.78,0.3581,C1,OX1,1.86
243955,1002230,1910,0.47026,2.743,963.1,12.99,0.2404,C1,OX1,2.12
243960,1002230,1910,0.47941,2.538,1003.23,12.94,0.2297,C1,OX1,2.06
243965,1002230,1910,0.48708,2.662,1052.2,11.92,0.0948,C1,OX1,1.86
243970,1002230,1910,0.54262,3.142,1129.67,11.21,0.0232,C1,OX1,2.02
243975,1002230,1910,0.58687,3.536,1196.13,11.78,0.0272,C1,OX1,2.16
243980,1002230,1910,0.5852,3.284,1253.78,8.22,0.0109,C1,OX1,2.06
243985,1002230,1910,0.61421,3.519,1248.84,4.02,0.0078,C1,OX1,1.94
243845,1002240,1910,0.42139,0.067,21.78,0.97,0.0377,C1,TR1,2.046
243850,1002240,1910,0.38116,0.028,10.22,0.43,0.0206,C1,TR1,2.068
243855,1002240,1910,0.39625,0.014,6.07,0.19,0.0124,C1,TR1,2.266
243860,1002240,1910,0.51555,0.015,6.45,0.19,0.0131,C1,TR1,2.178
243865,1002240,1910,0.67436,0.038,19.44,0.57,0.034,C1,TR1,2.266
243870,1002240,1910,0.75196,0.116,57.34,1.75,0.0823,C1,OX1,1.94
243875,1002240,1910,0.7662,0.276,133.03,4.07,0.1732,C1,OX1,2.04
243880,1002240,1910,0.74124,0.523,242.28,7.13,0.3019,C1,OX1,2.14
243885,1002240,1910,0.73107,0.83,386.68,10.68,0.4645,C1,TR1,2.024
243890,1002240,1910,0.72168,1.14,532.75,13.95,0.5621,C1,TR1,2.266
243895,1002240,1910,0.70985,1.373,627.91,16.22,0.6317,C1,TR1,2.134
243900,1002240,1910,0.67555,1.504,691.03,16.77,0.637,C1,TR1,2.354
243905,1002240,1910,0.63074,2.986,808.02,17.81,0.588,C1,TR1,2.002
243910,1002240,1910,0.5918,3.075,844,18.92,0.7953,C1,TR1,2.31
243915,1002240,1910,0.56992,2.975,839.96,18.5,0.8419,C1,TR1,2.112
243920,1002240,1910,0.56052,2.858,823.84,17.08,0.8165,C1,OX1,2.08
243925,1002240,1910,0.53661,2.55,795.35,14.02,0.7194,C1,OX1,1.86
243930,1002240,1910,0.51297,2.513,816.85,12.49,0.6351,C1,OX1,2.12
243935,1002240,1910,0.51632,2.513,840.79,12.19,0.5184,C1,OX1,1.94
243940,1002240,1910,0.48809,2.524,846.2,12.25,0.4327,C1,OX1,2.02
243945,1002240,1910,0.48173,2.5,884.08,12.59,0.3625,C1,OX1,2.08
243950,1002240,1910,0.4699,2.621,918.06,12.41,0.3115,C1,OX1,1.8
243955,1002240,1910,0.46922,2.663,945.46,12.05,0.2229,C1,OX1,1.88
243960,1002240,1910,0.47829,2.485,1007.69,11.47,0.203,C1,OX1,1.86
243965,1002240,1910,0.48511,2.596,1042.65,10.93,0.0866,C1,OX1,1.8
243970,1002240,1910,0.54089,3.171,1119.86,10.28,0.0201,C1,OX1,2.02
243975,1002240,1910,0.57711,3.472,1172.34,10.46,0.0216,C1,OX1,2.1
243980,1002240,1910,0.56503,3.441,1208.28,7.45,0.0107,C1,OX1,1.94
243985,1002240,1910,0.59926,3.727,1236.56,3.74,0.007,C1,OX1,1.88
243990,1002240,1910,0.66361,4.672,1323.08,3.02,0.0068,C1,OX1,1.82
243825,1002250,1910,0.37151,2.332,624.58,29.33,0.0076,C1,TR1,2.068
243830,1002250,1910,0.30841,1.255,375.17,19,0.0878,C1,TR1,2.288
243835,1002250,1910,0.36367,0.84,211.29,11.06,0.0918,C1,TR1,2.09
243840,1002250,1910,0.48138,0.406,111.67,5.64,0.0856,C1,TR1,2.068
243845,1002250,1910,0.47392,0.255,77.05,3.53,0.0992,C1,TR1,2.42
243850,1002250,1910,0.50811,0.143,47.86,2.24,0.0753,C1,TR1,1.98
243855,1002250,1910,0.59766,0.128,50.85,1.79,0.0563,C1,TR1,2.42
243860,1002250,1910,0.65123,0.154,69,1.95,0.0665,C1,TR1,2.244
243865,1002250,1910,0.70354,0.179,92.57,2.48,0.0844,C1,TR1,2.046
243870,1002250,1910,0.71359,0.36,173.14,5.32,0.123,C1,TR1,2.376
243875,1002250,1910,0.68544,0.66,300.34,9.5,0.176,C1,OX1,1.92
243880,1002250,1910,0.64634,1.043,450.98,13.64,0.2245,C1,TR1,2.42
243885,1002250,1910,0.61197,1.38,585.06,17.17,0.2347,C1,TR1,2.354
243890,1002250,1910,0.60492,1.639,702.71,19.5,0.2648,C1,TR1,2.31
243895,1002250,1910,0.60343,1.778,743.24,20.29,0.2673,C1,TR1,1.98
243900,1002250,1910,0.59831,1.774,742.57,18.8,0.2565,C1,TR1,2.244
243905,1002250,1910,0.59011,2.381,766.79,17.45,0.2479,C1,TR1,2.354
243910,1002250,1910,0.57149,2.425,774.18,17.03,0.4107,C1,OX1,1.9
243915,1002250,1910,0.55576,2.368,745.36,15.51,0.4704,C1,OX1,2
243920,1002250,1910,0.55396,2.385,737.81,14.27,0.4996,C1,OX1,2
243925,1002250,1910,0.53717,2.233,723.94,11.27,0.4612,C1,OX1,1.98
243930,1002250,1910,0.5132,2.283,749.27,10.58,0.4075,C1,OX1,2
243935,1002250,1910,0.51774,2.33,783.22,10.05,0.3645,C1,OX1,2.02
243940,1002250,1910,0.49441,2.376,798.35,10.15,0.3198,C1,OX1,1.98
243945,1002250,1910,0.48577,2.379,839.23,10.89,0.276,C1,OX1,2.16
243950,1002250,1910,0.46583,2.529,876.11,10.98,0.2495,C1,OX1,1.96
243955,1002250,1910,0.46555,2.595,917.28,10.89,0.1888,C1,OX1,1.88
243960,1002250,1910,0.47607,2.478,993.26,10.36,0.175,C1,OX1,2.04
243965,1002250,1910,0.48354,2.591,1032.98,9.93,0.0754,C1,OX1,2.18
243970,1002250,1910,0.5395,3.306,1103.62,8.91,0.0178,C1,OX1,2.16
243975,1002250,1910,0.57081,3.742,1196.28,8.97,0.0182,C1,OX1,2.14
243980,1002250,1910,0.5607,3.557,1189.86,6.31,0.0107,C1,OX1,2.1
243985,1002250,1910,0.62675,4.241,1284.06,3.42,0.0062,C1,OX1,1.96
243990,1002250,1910,0.65149,4.883,1365.14,2.65,0.0059,C1,OX1,2.02
